Author,BookID,WikipediaLink
"Kester, Vaughan",5129,https://en.wikipedia.org/wiki/Vaughan_Kester
"Byron, George Gordon Byron, Baron",5131,https://en.wikipedia.org/wiki/Lord_Byron
"Bolingbroke, Henry St. John, Viscount",5132,https://en.wikipedia.org/wiki/Henry_St_John%2C_1st_Viscount_Bolingbroke
"Stevens, Thomas",5136,https://en.wikipedia.org/wiki/Thomas_Stevens_%28cyclist%29
"Ewald, Carl",5139,https://en.wikipedia.org/wiki/Carl_Ewald
"Wickson, Edward J. (Edward James)",5152,https://en.wikipedia.org/wiki/Edward_J._Wickson
"Stanley, Henry M. (Henry Morton)",5157,https://en.wikipedia.org/wiki/Henry_Morton_Stanley
"Boileau Despréaux, Nicolas",5158,https://en.wikipedia.org/wiki/Nicolas_Boileau-Despr%C3%A9aux
"Lagerlöf, Selma",5161,https://fi.wikipedia.org/wiki/Selma_Lagerl%C3%B6f
"Marsh, Richard",5164,https://en.wikipedia.org/wiki/Richard_Marsh_%28author%29
"Yeats, W. B. (William Butler)",5167,https://en.wikipedia.org/wiki/W._B._Yeats
"Stevens, Henry",5171,https://en.wikipedia.org/wiki/Henry_Stevens_(bibliographer)
"Morris, Gouverneur",5172,https://en.wikipedia.org/wiki/Gouverneur_Morris_(novelist)
"Trollope, Thomas Adolphus",5179,https://en.wikipedia.org/wiki/Thomas_Adolphus_Trollope
United States District Court for the Eastern District of Pennsylvania,5180,https://en.wikipedia.org/wiki/United_States_District_Court_for_the_Eastern_District_of_Pennsylvania
"Crabbe, George",5181,https://en.wikipedia.org/wiki/George_Crabbe
"Reeve, Clara",5182,https://en.wikipedia.org/wiki/Clara_Reeve
"Wright, Almroth",5183,https://en.wikipedia.org/wiki/Almroth_Wright
"Rhodes, W. H. (William Henry)",5191,https://en.wikipedia.org/wiki/William_Henry_Rhodes
"Herr, Charlotte B. (Charlotte Bronte)",5196,https://en.wikipedia.org/wiki/Charlotte_B._Herr
"Shackleton, Ernest Henry, Sir",5199,https://en.wikipedia.org/wiki/Ernest_Shackleton
"Kafka, Franz",5200,https://en.wikipedia.org/wiki/Franz_Kafka
"Zorrilla, José",5201,https://en.wikipedia.org/wiki/José_Zorrilla_y_Moral
"Davis, Jefferson",5205,https://en.wikipedia.org/wiki/Jefferson_Davis
Petronius Arbiter,5218,https://en.wikipedia.org/wiki/Petronius
"Lever, Charles James",5234,https://en.wikipedia.org/wiki/Charles_Lever
"Gunn, John Alexander",5246,https://en.wikipedia.org/wiki/John_Alexander_Gunn
"Moritz, Karl Philipp",5249,https://de.wikipedia.org/wiki/Karl_Philipp_Moritz
"Murphy, Henry Cruse",5252,https://en.wikipedia.org/wiki/Henry_Cruse_Murphy
"Roe, Vingie E. (Vingie Eve)",5253,https://en.wikipedia.org/wiki/Vingie_E._Roe
"Richards, Laura Elizabeth Howe",5259,https://en.wikipedia.org/wiki/Laura_E._Richards
"Garis, Lilian",5263,https://en.wikipedia.org/wiki/Lilian_Garis
"Park, Mungo",5266,https://en.wikipedia.org/wiki/Mungo_Park_(explorer)
"Train, Arthur Cheney",5268,https://en.wikipedia.org/wiki/Arthur_Cheney_Train
"Gray, Asa",5273,https://en.wikipedia.org/wiki/Asa_Gray
"La Fontaine, Jean de",5275,https://en.wikipedia.org/wiki/Jean_de_La_Fontaine
"Murfree, Mary Noailles",5306,https://en.wikipedia.org/wiki/Mary_Noailles_Murfree
"Fletcher, J. S. (Joseph Smith)",5308,https://en.wikipedia.org/wiki/J._S._Fletcher
"Glyn, Elinor",5310,https://en.wikipedia.org/wiki/Elinor_Glyn
"Kandinsky, Wassily",5321,https://de.wikipedia.org/wiki/Wassily_Kandinsky
"Fontane, Theodor",5323,https://en.wikipedia.org/wiki/Theodor_Fontane
"Baring-Gould, S. (Sabine)",5324,https://en.wikipedia.org/wiki/Sabine_Baring-Gould
"Oxley, John",5334,https://en.wikipedia.org/wiki/John_Oxley
"Chamisso, Adelbert von",5339,https://de.wikipedia.org/wiki/Adelbert_von_Chamisso
"Eyre, Edward John",5344,https://en.wikipedia.org/wiki/Edward_John_Eyre
"Fisher, Dorothy Canfield",5347,https://en.wikipedia.org/wiki/Dorothy_Canfield_Fisher
"King, F. H. (Franklin Hiram)",5350,https://en.wikipedia.org/wiki/Franklin_Hiram_King
"McCarthy, Justin H. (Justin Huntly)",5351,http://en.wikipedia.org/wiki/Justin_Huntly_McCarthy_%281859-1936%29
"Grose, Francis",5402,https://en.wikipedia.org/wiki/Francis_Grose
"Boyd, Andrew Kennedy Hutchison",5407,https://en.wikipedia.org/wiki/Andrew_Kennedy_Hutchison_Boyd
"Hamilton, Anthony, Count",5409,https://en.wikipedia.org/wiki/Antoine_Hamilton
Horace,5419,https://en.wikipedia.org/wiki/Horace
"Brown, John",5420,https://en.wikipedia.org/wiki/John_Brown_%28physician%29
"Thurston, Katherine Cecil",5422,https://en.wikipedia.org/wiki/Katherine_Cecil_Thurston
"Sweet, Henry",5424,https://en.wikipedia.org/wiki/Henry_Sweet
"Hillyer, Robert",5425,https://en.wikipedia.org/wiki/Robert_Hillyer
Brillat-Savarin,5434,https://en.wikipedia.org/wiki/Jean_Anthelme_Brillat-Savarin
"Ebers, Georg",5439,https://en.wikipedia.org/wiki/Georg_Ebers
"Ewing, Juliana Horatia",5601,https://en.wikipedia.org/wiki/Juliana_Horatia_Ewing
"Sherlock, Thomas",5608,https://en.wikipedia.org/wiki/Thomas_Sherlock
"Harland, Henry",5610,https://en.wikipedia.org/wiki/Henry_Harland
"Gibran, Kahlil",5616,https://en.wikipedia.org/wiki/Kahlil_Gibran
"Darwin, Florence Henrietta Fisher, Lady",5618,https://en.wikipedia.org/wiki/Florence_Henrietta_Darwin
"Petty, William, Sir",5619,https://en.wikipedia.org/wiki/William_Petty
"Harland, Marion",5622,https://en.wikipedia.org/wiki/Mary_Virginia_Terhune
"Drinkwater, John",5628,https://en.wikipedia.org/wiki/John_Drinkwater_(playwright)
"Talmage, James E. (James Edward)",5630,https://en.wikipedia.org/wiki/James_E._Talmage
"White, William Allen",5633,https://en.wikipedia.org/wiki/William_Allen_White
"Page, Gertrude",5636,https://en.wikipedia.org/wiki/Gertrude_Page
"Mazzini, Giuseppe",5637,https://en.wikipedia.org/wiki/Giuseppe_Mazzini
"Ireland, Alleyne",5638,https://en.wikipedia.org/wiki/Alleyne_Ireland
"Lehrs, Ernst",5641,https://en.wikipedia.org/wiki/Ernst_Lehrs
"Seymour, Robert",5645,https://en.wikipedia.org/wiki/Robert_Seymour_(illustrator)
"Kingsford, Anna Bonus",5651,https://en.wikipedia.org/wiki/Anna_Kingsford
"Lawrence, of the Resurrection, Brother",5657,https://en.wikipedia.org/wiki/Brother_Lawrence
"Wynne, Ellis",5671,https://en.wikipedia.org/wiki/Ellis_Wynne
"Curtis, Alice Turner",5696,https://en.wikipedia.org/wiki/Alice_Turner_Curtis
"Flint, Homer Eon",5699,https://en.wikipedia.org/wiki/Homer_Eon_Flint
"Bailey, Arthur Scott",5701,https://en.wikipedia.org/wiki/Arthur_Scott_Bailey
"Durston, George",5707,https://en.wikipedia.org/wiki/Colonel_George_Durston
"Dodge, Theodore Ayrault",5715,https://en.wikipedia.org/wiki/Theodore_Ayrault_Dodge
"Joinville, François-Ferdinand-Philippe-Louis-Marie d'Orléans, prince de",5716,"https://en.wikipedia.org/wiki/Fran%C3%A7ois_d%27Orl%C3%A9ans,_Prince_of_Joinville"
Buffalo Bill,5718,https://en.wikipedia.org/wiki/Buffalo_Bill
"Ford, Paul Leicester",5719,https://en.wikipedia.org/wiki/Paul_Leicester_Ford
"Housman, A. E. (Alfred Edward)",5720,https://en.wikipedia.org/wiki/A._E._Housman
"Buckley, Arabella B. (Arabella Burton)",5726,https://en.wikipedia.org/wiki/Arabella_Buckley
"Kyne, Peter B. (Peter Bernard)",5735,https://en.wikipedia.org/wiki/Peter_B._Kyne
