Author,BookID,WikipediaLink
"Coyne, J. Stirling (Joseph Stirling)",49728,https://en.wikipedia.org/wiki/Joseph_Stirling_Coyne
"Lydekker, Richard",49744,https://en.wikipedia.org/wiki/Richard_Lydekker
"Voionmaa, Väinö",49768,https://en.wikipedia.org/wiki/V%C3%A4in%C3%B6_Voionmaa
"Fuller, J. F. C. (John Frederick Charles)",49808,https://en.wikipedia.org/wiki/J._F._C._Fuller
"Miles, William Augustus",49835,https://en.wikipedia.org/wiki/William_Augustus_Miles
"Beltramelli, Antonio",49837,https://it.wikipedia.org/wiki/Antonio_Beltramelli
"Smith, Edward",49844,https://en.wikipedia.org/wiki/Edward_Smith_%28biographer%29
"MacDonald, John D. (John Dann)",49931,https://en.wikipedia.org/wiki/John_D._MacDonald
"Bartsch, Rudolf Hans",49940,https://de.wikipedia.org/wiki/Rudolf_Hans_Bartsch
"Waiblinger, Emma",49992,https://de.wikipedia.org/wiki/Emma_Waiblinger
"Aspelin-Haapkylä, Eliel",49994,https://fi.wikipedia.org/wiki/Eliel_Aspelin-Haapkylä
"Bölsche, Wilhelm",50003,https://en.wikipedia.org/wiki/Wilhelm_B%C3%B6lsche
"Margueritte, V. (Victor)",50007,https://fr.wikipedia.org/wiki/Victor_Margueritte
"Zilliacus, Konni",50028,https://fi.wikipedia.org/wiki/Konni_Zilliacus
"Benedict, Saint, Abbot of Monte Cassino",50040,https://en.wikipedia.org/wiki/Benedict_of_Nursia
"Lennox, Charlotte",50054,https://en.wikipedia.org/wiki/Charlotte_Lennox
"Kinney, Troy",50056,https://en.wikipedia.org/wiki/Troy_Kinney
"Beardsley, Aubrey",50060,https://en.wikipedia.org/wiki/Aubrey_Beardsley
"Walckenaer, C. A. (Charles Athanase)",50083,https://en.wikipedia.org/wiki/Charles_Athanase_Walckenaer
"Gregory, John",50108,https://en.wikipedia.org/wiki/John_Gregory_(moralist)
"Forsman, Kaarlo",50117,https://fi.wikipedia.org/wiki/Kaarlo_Koskimies_(suomentaja)
"Wither, George",50143,http://en.wikipedia.org/wiki/George_Wither
"Engström, Albert",50149,https://sv.wikipedia.org/wiki/Albert_Engström
"Warelius, Antero",50168,https://fi.wikipedia.org/wiki/Antero_Warelius
"Noriac, Jules",50179,https://fr.wikipedia.org/wiki/Jules_Noriac
Royal Society (Great Britain),50229,https://en.wikipedia.org/wiki/Royal_Society
"Korhonen, Heikki",50251,https://fi.wikipedia.org/wiki/Heikki_Korhonen_(kirjailija)
"Defauconpret, A.-J.-B. (Auguste-Jean-Baptiste)",50363,https://fr.wikipedia.org/wiki/Auguste-Jean-Baptiste_Defauconpret
"Bruce, J. Collingwood (John Collingwood)",50364,https://en.wikipedia.org/wiki/John_Collingwood_Bruce
"Roslin-Kalliola, Matilda",50452,https://fi.wikipedia.org/wiki/Mathilda_Roslin
"Beresford, Charles William De la Poer Beresford, Baron",50508,https://en.wikipedia.org/wiki/Lord_Charles_Beresford
"Hepner, Adolf",50574,https://de.wikipedia.org/wiki/Adolf_Hepner
"La Jeunesse, Ernest",50580,https://fr.wikipedia.org/wiki/Ernest_La_Jeunesse
"Ferry, Gabriel",50620,https://en.wikipedia.org/wiki/Gabriel_Ferry
"Grimshaw, Beatrice",50663,https://en.wikipedia.org/wiki/Beatrice_Grimshaw
